file	identifier
allyears_monkey.fasta	PMK1_|_A_ALABAMA_4105_2014
allyears_monkey.fasta	PMK1_|_A_HAWAII_4633_2015
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4434_2014
allyears_monkey.fasta	PMK1_|_A_CALIFORNIA_4393_2015
allyears_monkey.fasta	PMK1_|_A_UTAH_4351_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_705_1994
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_151_1999
allyears_monkey.fasta	PMK1_|_A_FLORIDA_4129_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4164_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_197_2003
allyears_monkey.fasta	PMK1_|_A_SOUTH_CAROLINA_3241_2012
allyears_monkey.fasta	PMK1_|_A_ALASKA_4029_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_421_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_311_1999
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_448_1998
allyears_monkey.fasta	PRHMK_3_|_A_ALBANY_2_1970
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_386_2004
allyears_monkey.fasta	PMK1_|_A_FLORIDA_4037_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4454_2015
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4494_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_372_2004
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_437_2000
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4153_2014
allyears_monkey.fasta	PMK1_|_A_SOUTH_CAROLINA_3080_2012
allyears_monkey.fasta	PMK1_|_A_LOUISIANA_4768_2015
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_199_2003
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4442_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_249_1998
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_C835942_2010
allyears_monkey.fasta	PMK1_|_A_CALIFORNIA_3000_2012
allyears_monkey.fasta	PMK1_|_A_FLORIDA_3092_2012
allyears_monkey.fasta	PMK1_|_A_NEW_JERSEY_4544_2015
allyears_monkey.fasta	PMK1_|_A_ALABAMA_AF2692_2010
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_659_1994
allyears_monkey.fasta	PMK1_|_A_UTAH_4352_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_799_1993
allyears_monkey.fasta	PASSAGE_DETAILS__PMK01_|_A_ROCHESTER_0091_2013
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_427_1999
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_3265_2013
allyears_monkey.fasta	R_MIX_1_RHMK_1_|_A_NEW_YORK_480_2004
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4317_2015
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3205_2012
allyears_monkey.fasta	PMK1_|_A_ALABAMA_4225_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_42_2003
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4727_2015
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_C698767_2010
allyears_monkey.fasta	PMK1_|_A_TEXAS_4212_2014
allyears_monkey.fasta	PMK1_|_A_SOUTH_CAROLINA_4705_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_579_1997
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4138_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3213_2013
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_256_1998
allyears_monkey.fasta	PMK1_|_A_TEXAS_4204_2014
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4699_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_100_2002
allyears_monkey.fasta	PMK1_|_A_VIRGINIA_4722_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_200_2004
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_512_1998
allyears_monkey.fasta	PMK1_|_A_COLORADO_4250_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3097_2012
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4559_2015
allyears_monkey.fasta	PMK1_|_A_KENTUCKY_4286_2015
allyears_monkey.fasta	PMK1_|_A_NEVADA_4158_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_203_2003
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4174_2014
allyears_monkey.fasta	PRHMK_1_|_A_NEW_YORK_900_2004
allyears_monkey.fasta	PMK1_|_A_FLORIDA_3434_2013
allyears_monkey.fasta	PMK1_|_A_KENTUCKY_4657_2015
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_531_1998
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4130_2014
allyears_monkey.fasta	PMK1_|_A_DELAWARE_4402_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_541_1998
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_329_1999
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_406_2002
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4297_2014
allyears_monkey.fasta	PMK1_|_A_KANSAS_4653_2015
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4294_2014
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4689_2014
allyears_monkey.fasta	PMK1_|_A_ALABAMA_3102_2012
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4333_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_573_1996
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_130_2002
allyears_monkey.fasta	PASSAGE_DETAILS__PMK01_|_A_ROCHESTER_0055_2012
allyears_monkey.fasta	RII_|_A_IOWA_07_2010
allyears_monkey.fasta	PMK1_|_A_NEW_JERSEY_4678_2015
allyears_monkey.fasta	PRHMK_2_|_A_ALBANY_6_1970
allyears_monkey.fasta	PMK1_|_A_VIRGINIA_3255_2013
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_672_1995
allyears_monkey.fasta	PMK1_|_A_TEXAS_3250_2013
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_317_1999
allyears_monkey.fasta	PMK1_|_A_COLORADO_3005_2012
allyears_monkey.fasta	PMK1_|_A_FLORIDA_4511_2015
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_326_1999
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4217_2014
allyears_monkey.fasta	PMK1_|_A_CALIFORNIA_4229_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_519_1998
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_366_2004
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_45_2003
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3230_2012
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3233_2012
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4363_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_168_2000
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_526_1997
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4583_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_742_1994
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_429_2000
allyears_monkey.fasta	PMK1_|_A_OKLAHOMA_4201_2014
allyears_monkey.fasta	PMK1_|_A_GEORGIA_3187_2013
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_414_2002
allyears_monkey.fasta	RMK1_|_A_ONTARIO_022_2011
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3105_2012
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_777_1993
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_C687408_2010
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3206_2012
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_460_1999
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_691_1995
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_712_1993
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_538_1998
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_66_2003
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4181_2014
allyears_monkey.fasta	PMK1_|_A_SOUTH_DAKOTA_4707_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_670_1995
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4816_2015
allyears_monkey.fasta	PMK1_|_A_COLORADO_4251_2014
allyears_monkey.fasta	PMK1_|_A_COLORADO_4121_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_510_1998
allyears_monkey.fasta	PMK1_|_A_CALIFORNIA_4109_2014
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4310_2014
allyears_monkey.fasta	PMK1_|_A_NEVADA_4771_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_336_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_282_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_98_2004
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_802_1993
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_3209_2012
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_453_1999
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_403_2002
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_93_2002
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4374_2015
allyears_monkey.fasta	R_MIX_1_RHMK_1_|_A_NEW_YORK_498_2004
allyears_monkey.fasta	PRHMK_1_|_A_NEW_YORK_933_2006
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4683_2015
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4557_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_628_1995
allyears_monkey.fasta	PMK1_|_A_ALASKA_4009_2014
allyears_monkey.fasta	R_MIX_1_RHMK_1_|_A_NEW_YORK_461_2005
allyears_monkey.fasta	PMK1_|_A_WYOMING_4729_2014
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4132_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_631_1996
allyears_monkey.fasta	PMK1_|_A_GEORGIA_3058_2012
allyears_monkey.fasta	PMK1_|_A_KENTUCKY_4656_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_339_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_316_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_718_1994
allyears_monkey.fasta	RMK_1ST_PASSAGE_|_A_ONTARIO_C537546_2010
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4690_2015
allyears_monkey.fasta	PMK1_|_A_TEXAS_3521_2013
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_625_1996
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_587_1996
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_39_2003
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4668_2015
allyears_monkey.fasta	PMK1_|_A_NORTH_CAROLINA_4178_2014
allyears_monkey.fasta	PMK1_|_A_WASHINGTON_4575_2015
allyears_monkey.fasta	PMK1_|_A_COLORADO_4123_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_794_1993
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_284_1999
allyears_monkey.fasta	PMK1_|_A_FLORIDA_4125_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_257_1999
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_59_2003
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_527_1998
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_86_2002
allyears_monkey.fasta	PMK1_|_A_ALABAMA_4107_2014
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_313_1998
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_160_2000
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_558_1997
allyears_monkey.fasta	PMK1_|_A_MONTANA_4770_2015
allyears_monkey.fasta	PMK1_|_A_KENTUCKY_4659_2015
allyears_monkey.fasta	RHMK_1_|_A_NEW_YORK_49_2003
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4257_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_756_1993
allyears_monkey.fasta	PMK1_|_A_NEW_YORK_4550_2015
allyears_monkey.fasta	PMK1_|_A_NEBRASKA_4435_2014
allyears_monkey.fasta	RHMK_2_|_A_NEW_YORK_600_1996
allyears_monkey.fasta	PMK1_|_A_GEORGIA_4411_2015
allyears_nonsiat.fasta	C2_|_A_DELAWARE_13_2014
allyears_nonsiat.fasta	C2_|_A_IDAHO_06_2011
allyears_nonsiat.fasta	C3_|_A_MAINE_02_2010
allyears_nonsiat.fasta	M2_C1_|_A_MICHIGAN_10_2007
allyears_nonsiat.fasta	C2_|_A_PENNSYLVANIA_24_2009
allyears_nonsiat.fasta	C1_|_A_PUERTO_RICO_04_2012
allyears_nonsiat.fasta	C2_|_A_WISCONSIN_41_2012
allyears_nonsiat.fasta	C2_|_A_WEST_VIRGINIA_03_2012
allyears_nonsiat.fasta	C2_|_A_DELAWARE_13_2011
allyears_nonsiat.fasta	C1_|_A_MEXICO_1670_2015
allyears_nonsiat.fasta	M1_C2_|_A_CALIFORNIA_13_2011
allyears_nonsiat.fasta	C1_C2_|_A_HAWAII_16_2011
allyears_nonsiat.fasta	C2_|_A_NEBRASKA_02_2011
allyears_nonsiat.fasta	M1_C2_|_A_MARYLAND_18_2012
allyears_nonsiat.fasta	C2_|_A_NEW_YORK_38_2012
allyears_nonsiat.fasta	M1_C1_|_A_TEXAS_18_2009
allyears_nonsiat.fasta	C1_|_A_INDIANA_02_2014
allyears_nonsiat.fasta	M1_C1_|_A_MICHIGAN_04_2010
allyears_nonsiat.fasta	C2_|_A_IOWA_01_2013
allyears_nonsiat.fasta	M1_C1_|_A_MICHIGAN_04_2012
allyears_nonsiat.fasta	C2_|_A_IOWA_01_2014
allyears_nonsiat.fasta	C2_|_A_KANSAS_05_2012
allyears_nonsiat.fasta	CX_C2_|_A_FLORIDA_10_2008
allyears_nonsiat.fasta	M1_C2_|_A_MICHIGAN_02_2012
allyears_nonsiat.fasta	C2_|_A_MEXICO_5270_2009
allyears_nonsiat.fasta	M1_C1_|_A_WASHINGTON_04_2011
allyears_nonsiat.fasta	X1_C1_|_A_SOUTH_CAROLINA_06_2011
allyears_nonsiat.fasta	C2_|_A_WASHINGTON_17_2013
allyears_nonsiat.fasta	C2_|_A_WASHINGTON_17_2012
allyears_nonsiat.fasta	C2_|_A_WASHINGTON_17_2014
allyears_nonsiat.fasta	M1_C2_|_A_INDIANA_04_2012
allyears_nonsiat.fasta	C2_|_A_ARIZONA_08_2013
allyears_nonsiat.fasta	C1_|_A_BARBADOS_170_2010
allyears_nonsiat.fasta	C1_|_A_LOUISIANA_04_2010
allyears_nonsiat.fasta	C2_|_A_OKLAHOMA_06_2013
allyears_nonsiat.fasta	C1_|_A_WISCONSIN_25_2012
allyears_nonsiat.fasta	X1_C1_|_A_BRITISH_COLUMBIA_RV2820_2012
allyears_nonsiat.fasta	M1_C1_|_A_GEORGIA_17_2010
allyears_nonsiat.fasta	X_C1_|_A_DELAWARE_13_2007
allyears_nonsiat.fasta	MDCK2_|_A_DISTRICT_OF_COLUMBIA_WRAIR0301_2010
allyears_nonsiat.fasta	C2_|_A_WISCONSIN_05_2013
allyears_nonsiat.fasta	X1_C1_|_A_ONTARIO_RV2312_2013
allyears_nonsiat.fasta	C2_C1_|_A_HAWAII_05_2009
allyears_nonsiat.fasta	C1_C2_|_A_DOMINICA_2898_2007
allyears_nonsiat.fasta	C1_|_A_HAWAII_25_2012
allyears_nonsiat.fasta	C1_|_A_NEBRASKA_15_2011
allyears_nonsiat.fasta	M1_C2_|_A_VERMONT_04_2014
allyears_nonsiat.fasta	M1_C2_|_A_VERMONT_04_2012
allyears_nonsiat.fasta	C2_|_A_RHODE_ISLAND_18_2014
allyears_nonsiat.fasta	M1_|_A_NEW_YORK_60_2015
allyears_nonsiat.fasta	X1_C1_|_A_COSTA_RICA_8211_2011
allyears_nonsiat.fasta	C2_|_A_TENNESSEE_10_2012
allyears_nonsiat.fasta	X1_|_A_ALBERTA_RV2385_2015
allyears_nonsiat.fasta	C1_|_A_WEST_VIRGINIA_06_2013
allyears_nonsiat.fasta	MX_C1_|_A_NEW_JERSEY_07_2008
allyears_nonsiat.fasta	X1_|_A_ALBERTA_RV2386_2015
allyears_nonsiat.fasta	C2_|_A_HAWAII_09_2014
allyears_nonsiat.fasta	M1_C2_|_A_NEW_JERSEY_04_2010
allyears_nonsiat.fasta	C1_|_A_WEST_VIRGINIA_05_2011
allyears_nonsiat.fasta	C1_|_A_WEST_VIRGINIA_05_2013
allyears_nonsiat.fasta	X_C1_|_A_HONDURAS_1922_2006
allyears_nonsiat.fasta	MX_C2_|_A_SOUTH_DAKOTA_03_2011
allyears_nonsiat.fasta	C1_C1_|_A_WASHINGTON_21_2012
allyears_nonsiat.fasta	C1_|_A_HONDURAS_2426_2009
allyears_nonsiat.fasta	C2_|_A_NEVADA_04_2013
allyears_nonsiat.fasta	M1_|_A_MARYLAND_24_2014
allyears_nonsiat.fasta	X_C2_|_A_KENTUCKY_02_2011
allyears_nonsiat.fasta	C1_C2_|_A_WISCONSIN_26_2007
allyears_nonsiat.fasta	M1_C1_|_A_IDAHO_20_2012
allyears_nonsiat.fasta	C2_|_A_RHODE_ISLAND_08_2012
allyears_nonsiat.fasta	C1_|_A_DOMINICAN_REPUBLIC_6334_2012
allyears_nonsiat.fasta	C1_|_A_PENNSYLVANIA_28_2014
allyears_nonsiat.fasta	C2_|_A_ALABAMA_08_2010
allyears_nonsiat.fasta	C2_|_A_ARIZONA_07_2012
allyears_nonsiat.fasta	C4_|_A_WEST_VIRGINIA_03_2011
allyears_nonsiat.fasta	X1_|_A_ALBERTA_RV2373_2015
allyears_nonsiat.fasta	C2_|_A_IOWA_22_2012
allyears_nonsiat.fasta	C2_|_A_EL_SALVADOR_1318_2010
allyears_nonsiat.fasta	C2_|_A_MONTANA_27_2013
allyears_nonsiat.fasta	CX_|_A_MARYLAND_22_2014
allyears_nonsiat.fasta	MX_C1_|_A_MONTANA_05_2011
allyears_nonsiat.fasta	MX_C1_|_A_MONTANA_05_2010
allyears_nonsiat.fasta	C1_|_A_CONNECTICUT_03_2014
allyears_nonsiat.fasta	C2_|_A_IOWA_01_2012
allyears_nonsiat.fasta	M2_C1_|_A_WASHINGTON_19_2009
allyears_nonsiat.fasta	M1_C2_|_A_NORTH_CAROLINA_13_2010
allyears_nonsiat.fasta	M1_C2_|_A_VERMONT_03_2010
allyears_nonsiat.fasta	C1_|_A_KANSAS_01_2013
allyears_nonsiat.fasta	C1_C1_|_A_ALABAMA_35_2012
allyears_nonsiat.fasta	M1_C2_|_A_OREGON_12_2011
allyears_nonsiat.fasta	MDCK2_|_A_ARIZONA_WRAIR1562P_2009
allyears_nonsiat.fasta	C2_|_A_TEXAS_06_2011
allyears_nonsiat.fasta	M1_C1_|_A_NEW_MEXICO_02_2008
allyears_nonsiat.fasta	C2_C1_|_A_NEW_YORK_16_2012
allyears_nonsiat.fasta	C2_|_A_LOUISIANA_01_2011
allyears_nonsiat.fasta	M1_C1_|_A_NEW_MEXICO_09_2013
allyears_nonsiat.fasta	M1_C1_|_A_NEW_MEXICO_09_2011
allyears_nonsiat.fasta	X_C1_|_A_PENNSYLVANIA_05_2009
allyears_nonsiat.fasta	C2_|_A_DELAWARE_02_2012
allyears_nonsiat.fasta	C2_|_A_MAINE_04_2012
allyears_nonsiat.fasta	C1_|_A_WASHINGTON_04_2013
allyears_nonsiat.fasta	C2_|_A_VIRGINIA_12_2012
allyears_nonsiat.fasta	X1_|_A_ONTARIO_RV3241_2014
allyears_nonsiat.fasta	M1_C1_|_A_VERMONT_15_2011
allyears_nonsiat.fasta	M1_C1_|_A_NEW_YORK_01_2012
allyears_nonsiat.fasta	C1_|_A_WASHINGTON_18_2011
allyears_nonsiat.fasta	XMDCK2_|_A_PANAMA_2007_1999
allyears_nonsiat.fasta	M1_|_A_VIRGINIA_51_2014
allyears_nonsiat.fasta	MDCK2_|_A_SOUTH_DAKOTA_WRAIR1177P_2009
allyears_nonsiat.fasta	C1_|_A_MINNESOTA_01_2013
allyears_nonsiat.fasta	C2_|_A_DOMINICAN_REPUBLIC_3743_2009
allyears_nonsiat.fasta	M1_C1_|_A_IDAHO_18_2008
allyears_nonsiat.fasta	C2_|_A_NEW_YORK_14_2014
allyears_nonsiat.fasta	M1_C2_|_A_NORTH_CAROLINA_34_2009
allyears_nonsiat.fasta	C2_|_A_NEW_YORK_14_2011
allyears_nonsiat.fasta	X1_|_A_ALBERTA_RV2382_2015
allyears_nonsiat.fasta	X1_C2_|_A_NICARAGUA_4976_2010
allyears_nonsiat.fasta	C2_|_A_CALIFORNIA_49_2012
allyears_nonsiat.fasta	C2_|_A_OREGON_34_2009
allyears_nonsiat.fasta	MDCK2_|_A_ALASKA_WRAIR1172P_2009
allyears_nonsiat.fasta	M1_C2_|_A_MASSACHUSETTS_05_2011
allyears_nonsiat.fasta	X1_C1_|_A_BRITISH_COLUMBIA_4791_2011
allyears_nonsiat.fasta	C2_|_A_KENTUCKY_06_2012
allyears_nonsiat.fasta	C2_|_A_WISCONSIN_36_2013
allyears_nonsiat.fasta	MX_C1_|_A_INDIANA_06_2011
allyears_nonsiat.fasta	X_C1_|_A_TEXAS_03_2008
allyears_nonsiat.fasta	C3_|_A_MEMPHIS_2_85
allyears_nonsiat.fasta	C1_|_A_NEVADA_07_2013
allyears_nonsiat.fasta	X1_C1_|_A_SOUTH_DAKOTA_02_2010
allyears_nonsiat.fasta	MDCK_1_|_A_NEW_YORK_938_2006
allyears_nonsiat.fasta	MDCK_1_|_A_MANAGUA_34_2007
allyears_nonsiat.fasta	C2_C1_|_A_MEXICO_4079_2010
allyears_nonsiat.fasta	X_C4_|_A_TEXAS_12_2007
allyears_nonsiat.fasta	MDCK_1_|_A_NEW_YORK_933_2006
allyears_nonsiat.fasta	C2_C1_|_A_IOWA_01_2008
allyears_nonsiat.fasta	C2_|_A_WYOMING_03_2013
allyears_nonsiat.fasta	M1_|_A_MICHIGAN_60_2015
allyears_nonsiat.fasta	C2_|_A_HAWAII_13_2012
allyears_nonsiat.fasta	M1_C2_|_A_MARYLAND_10_2008
allyears_nonsiat.fasta	M1_C1_|_A_MASSACHUSETTS_01_2014
allyears_nonsiat.fasta	C2_|_A_PENNSYLVANIA_21_2012
allyears_nonsiat.fasta	C2_|_A_MINNESOTA_02_2014
allyears_nonsiat.fasta	C2_|_A_MINNESOTA_02_2012
allyears_nonsiat.fasta	C2_|_A_WASHINGTON_58_2013
allyears_nonsiat.fasta	C2_|_A_WYOMING_05_2014
allyears_nonsiat.fasta	M1_C1_|_A_NEW_MEXICO_23_2013
allyears_nonsiat.fasta	M1_C1_|_A_NEW_MEXICO_23_2012
allyears_nonsiat.fasta	C2_C1_|_A_TRINIDAD_3558_2013
allyears_nonsiat.fasta	MDCK_2_|_A_MANAGUA_2_2007
allyears_nonsiat.fasta	C1_|_A_PENNSYLVANIA_07_2006
allyears_nonsiat.fasta	C1_|_A_MEXICO_1797_2015
allyears_nonsiat.fasta	X1_C1_|_A_ONTARIO_RV2070_2014
allyears_nonsiat.fasta	C2_|_A_CALIFORNIA_32_2012
allyears_nonsiat.fasta	C2_|_A_NORTH_CAROLINA_01_2012
allyears_nonsiat.fasta	MX_C2_|_A_FLORIDA_21_2010
allyears_nonsiat.fasta	C2_|_A_TEXAS_21_2014
allyears_nonsiat.fasta	CX_|_A_MARYLAND_18_2014
allyears_nonsiat.fasta	C2_|_A_WISCONSIN_50_2013
allyears_nonsiat.fasta	MX_C1_|_A_MINNESOTA_02_2008
allyears_nonsiat.fasta	MX_C1_|_A_INDIANA_01_2011
allyears_nonsiat.fasta	C2_|_A_DOMINICAN_REPUBLIC_4319_2010
allyears_nonsiat.fasta	MDCK2_|_A_SANTO_DOMINGO_WRAIR3516N_2010
allyears_nonsiat.fasta	C1_|_A_NEW_JERSEY_18_2014
allyears_nonsiat.fasta	M2_C1_|_A_HAWAII_45_2012
allyears_nonsiat.fasta	M1_C1_|_A_NEVADA_01_2012
allyears_nonsiat.fasta	M1_C1_|_A_WASHINGTON_36_2007
allyears_nonsiat.fasta	X_C1_|_A_OHIO_01_2011
allyears_nonsiat.fasta	M1_C1_|_A_IDAHO_05_2011
allyears_nonsiat.fasta	C2_|_A_WASHINGTON_12_2012
allyears_nonsiat.fasta	C1_|_A_DELAWARE_01_2013
allyears_nonsiat.fasta	C2_|_A_WISCONSIN_10_2011
allyears_nonsiat.fasta	C2_|_A_MEXICO_5824_2009
allyears_nonsiat.fasta	C2_|_A_MICHIGAN_25_2012
allyears_nonsiat.fasta	C2_|_A_MICHIGAN_25_2013
allyears_nonsiat.fasta	C2_|_A_UTAH_04_2012
allyears_nonsiat.fasta	C2_|_A_TEXAS_13_2014
allyears_nonsiat.fasta	M1_C1_|_A_INDIANA_09_2011
allyears_nonsiat.fasta	X_C1_|_A_MICHIGAN_07_2007
allyears_nonsiat.fasta	C1_|_A_ARIZONA_17_2013
allyears_nonsiat.fasta	C2_|_A_CALIFORNIA_14_2014
allyears_nonsiat.fasta	C2_C2_|_A_COSTA_RICA_6696_2010
allyears_nonsiat.fasta	C1_|_A_HONDURAS_2243_2009
allyears_nonsiat.fasta	X2_C2_|_A_GUATEMALA_494_2008
allyears_nonsiat.fasta	M1_C1_|_A_FLORIDA_11_2010
allyears_nonsiat.fasta	C2_|_A_MASSACHUSETTS_06_2013
allyears_nonsiat.fasta	C2_|_A_HAWAII_27_2012
allyears_nonsiat.fasta	CX_C1_|_A_WISCONSIN_02_2008
allyears_nonsiat.fasta	X_C1_|_A_ARKANSAS_04_2008
allyears_nonsiat.fasta	M1_C2_|_A_MASSACHUSETTS_06_2014
allyears_nonsiat.fasta	M1_C2_|_A_KENTUCKY_12_2010
allyears_nonsiat.fasta	C2_|_A_RHODE_ISLAND_13_2014
allyears_nonsiat.fasta	C2_|_A_MINNESOTA_10_2012
allyears_nonsiat.fasta	MDCK3_|_A_TEXAS_WRAIR1558P_2009
allyears_nonsiat.fasta	C1_|_A_HAWAII_21_2012
allyears_nonsiat.fasta	X1_C2_|_A_QUEBEC_RV1069_2009
allyears_nonsiat.fasta	C1_|_A_NEW_JERSEY_03_2014
allyears_nonsiat.fasta	C2_|_A_LOUISIANA_06_2008
allyears_nonsiat.fasta	MDCK2_|_A_FLORIDA_WRAIR1241P_2009
allyears_nonsiat.fasta	MX_C1_|_A_NEW_JERSEY_14_2007
allyears_nonsiat.fasta	PASSAGE_DETAILS__P1_MDCK_|_A_QUEBEC_26_031205_2005
allyears_nonsiat.fasta	MDCK_2_|_A_MANAGUA_68_01_2007
allyears_nonsiat.fasta	C2_|_A_WISCONSIN_46_2013
allyears_nonsiat.fasta	M1_C1_|_A_IDAHO_03_2013
allyears_nonsiat.fasta	M1_C1_|_A_MINNESOTA_18_2011
allyears_nonsiat.fasta	MX_C1_|_A_MONTANA_05_2009
allyears_nonsiat.fasta	M1_C1_|_A_TEXAS_01_2013
